"symbol","company_name","challenge_name","ticker","exchange","quote_currency","currency","quote_scale","sector","industry","challenge_sector","market_cap","market_cap_currency","market_cap_date","market_cap_date_basis","market_cap_precision","retrieved_date","listing_status","flags","notes","alternative_symbols","source_row","quote_url","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"ASM.AS","ASM International NV","ASM International N.V.","ASM","Euronext Amsterdam","EUR","EUR","1","Technology","Semiconductor Equipment & Materials","IT","37690073088","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","64","https://finance.yahoo.com/quote/ASM.AS/","https://finance.yahoo.com/quote/ASM.AS/","https://finance.yahoo.com/quote/ASM.AS/","https://finance.yahoo.com/quote/ASM.AS/",""
"ASML.AS","ASML Holding N.V.","ASML HOLDING","ASML","Euronext Amsterdam","EUR","EUR","1","Technology","Semiconductor Equipment & Materials","IT","536280399872","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","65","https://finance.yahoo.com/quote/ASML.AS/","https://finance.yahoo.com/quote/ASML.AS/","https://finance.yahoo.com/quote/ASML.AS/","https://finance.yahoo.com/quote/ASML.AS/",""
"ASRNL.AS","ASR Nederland N.V.","ASR NEDERLAND","ASRNL","Euronext Amsterdam","EUR","EUR","1","Financial Services","Insurance — Diversified","Finance","15007380480","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","66","https://finance.yahoo.com/quote/ASRNL.AS/","https://finance.yahoo.com/quote/ASRNL.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=ASR+NEDERLAND&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/ASRNL.AS/",""
"G.MI","Assicurazioni Generali S.p.A.","GENERALI S.P.A.","G","Borsa Italiana (Euronext Milan)","EUR","EUR","1","Financial Services","Insurance - Diversified","Finance","69221974016","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","244","https://finance.yahoo.com/quote/G.MI/","https://finance.yahoo.com/quote/G.MI/","https://finance.yahoo.com/quote/G.MI/","https://finance.yahoo.com/quote/G.MI/",""
"AZN.L","AstraZeneca PLC","AstraZeneca Plc","AZN","London Stock Exchange","GBp","GBP","0.01","Healthcare","Drug Manufacturers - General","Soins de santé","188216721408","GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Quote currency is pence; market capitalization is in pounds (GBP).","","67","https://finance.yahoo.com/quote/AZN.L/","https://finance.yahoo.com/quote/AZN.L/","https://finance.yahoo.com/quote/AZN.L/","https://finance.yahoo.com/quote/AZN.L/",""
"ATEB.BR","Atenor SA","ATENOR","ATEB","Euronext Brussels","EUR","EUR","1","Real Estate","Real Estate - Development","Immobilier","60069600","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","68","https://finance.yahoo.com/quote/ATEB.BR/","https://finance.yahoo.com/quote/ATEB.BR/","https://finance.yahoo.com/quote/ATEB.BR/","https://finance.yahoo.com/quote/ATEB.BR/",""
"TEAM","Atlassian Corporation","Atlassian Corp","TEAM","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Application","IT","48167251968","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","69","https://finance.yahoo.com/quote/TEAM/","https://finance.yahoo.com/quote/TEAM/","https://finance.yahoo.com/quote/TEAM/","https://finance.yahoo.com/quote/TEAM/",""
"ADSK","Autodesk, Inc.","Autodesk","ADSK","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Application","IT","46044790784","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","71","https://finance.yahoo.com/quote/ADSK/","https://finance.yahoo.com/quote/ADSK/","https://finance.yahoo.com/quote/ADSK/","https://finance.yahoo.com/quote/ADSK/",""
"ADP","Automatic Data Processing, Inc.","Automatic Data Processing","ADP","Nasdaq Global Select Market","USD","USD","1","Technology","Software - Application","Industrie","108528214016","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","72","https://finance.yahoo.com/quote/ADP/","https://finance.yahoo.com/quote/ADP/","https://finance.yahoo.com/quote/ADP/","https://finance.yahoo.com/quote/ADP/",""
"AUTO.L","Autotrader Group plc","AUTO TRADER GROUP PLC","AUTO","London Stock Exchange","GBp","GBP","0.01","Communication Services","Internet Content & Information","IT","3910000000","GBP","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","Quote currency is pence; market capitalization is in pounds (GBP).","","70","https://stockanalysis.com/quote/lon/AUTO/","https://query2.finance.yahoo.com/v8/finance/chart/AUTO.L?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=AUTO.L&quotesCount=3&newsCount=0","https://stockanalysis.com/quote/lon/AUTO/",""
"AVTX.AS","Avantium N.V.","AVANTIUM","AVTX","Euronext Amsterdam","EUR","EUR","1","Basic Materials","Specialty Chemicals","Matériaux","123638968","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","73","https://finance.yahoo.com/quote/AVTX.AS/","https://finance.yahoo.com/quote/AVTX.AS/","https://finance.yahoo.com/quote/AVTX.AS/","https://finance.yahoo.com/quote/AVTX.AS/",""
"CS.PA","AXA SA","AXA","CS","Euronext Paris","EUR","EUR","1","Financial Services","Insurance - Diversified","Finance","92438765568","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","74","https://finance.yahoo.com/quote/CS.PA/","https://finance.yahoo.com/quote/CS.PA/","https://finance.yahoo.com/quote/CS.PA/","https://finance.yahoo.com/quote/CS.PA/",""
"AZE.BR","Azelis Group NV","AZELIS GROUP NV","AZE","Euronext Brussels","EUR","EUR","1","Basic Materials","Specialty Chemicals","Matériaux","2915686400","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","75","https://finance.yahoo.com/quote/AZE.BR/","https://finance.yahoo.com/quote/AZE.BR/","https://finance.yahoo.com/quote/AZE.BR/","https://finance.yahoo.com/quote/AZE.BR/",""
"AZRN.AS","Azerion Group N.V.","AZERION GROUP N.V.","AZRN","Euronext Amsterdam","EUR","EUR","1","Communication Services","Electronic Gaming & Multimedia","Consommation discrétionnaire","110070000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","76","https://stockanalysis.com/quote/ams/AZRN/","https://query2.finance.yahoo.com/v8/finance/chart/AZRN.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=AZERION+GROUP+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"PORF.AS","B.V. Delftsch Aardewerkfabriek ""De Porceleyne Fles Anno 1653""","KONINKLIJKE PORCELEYNE FLES","PORF","Euronext Amsterdam","EUR","EUR","1","Consumer Defensive","Household & Personal Products","Autres","15160000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","313","https://stockanalysis.com/quote/ams/PORF/","https://query2.finance.yahoo.com/v8/finance/chart/PORF.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=KONINKLIJKE+PORCELEYNE+FLES&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"BA.L","BAE Systems plc","BAE SYSTEMS PLC","BA","London Stock Exchange","GBp","GBP","0.01","Industrials","Aerospace & Defense","Autres","59403952128","GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Quote currency is pence; market capitalization is in pounds (GBP).","","77","https://finance.yahoo.com/quote/BA.L/","https://finance.yahoo.com/quote/BA.L/","https://finance.yahoo.com/quote/BA.L/","https://finance.yahoo.com/quote/BA.L/",""
"BKR","Baker Hughes Company","Baker Hughes Company","BKR","Nasdaq Global Select Market","USD","USD","1","Energy","Oil & Gas Equipment & Services","Énergie","55907401728","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","78","https://finance.yahoo.com/quote/BKR/","https://finance.yahoo.com/quote/BKR/","https://finance.yahoo.com/quote/BKR/","https://finance.yahoo.com/quote/BKR/",""
"BAMI.MI","Banco BPM S.p.A.","BANCO BPM S.P.A.","BAMI","Borsa Italiana (Euronext Milan)","EUR","EUR","1","Financial Services","Banks — Regional","Finance","24236509184","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","79","https://finance.yahoo.com/quote/BAMI.MI/","https://finance.yahoo.com/quote/BAMI.MI/","https://query2.finance.yahoo.com/v1/finance/search?q=BANCO+BPM+S.P.A.&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/BAMI.MI/",""
"BNJ.AS","Banijay Group N.V.","BANIJAY GROUP N.V.","BNJ","Euronext Amsterdam","EUR","EUR","1","Communication Services","Entertainment","Consommation discrétionnaire","3639715584","EUR","2026-09-14","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","80","https://finance.yahoo.com/quote/BNJ.AS/","https://finance.yahoo.com/quote/BNJ.AS/","https://finance.yahoo.com/quote/BNJ.AS/","https://finance.yahoo.com/quote/BNJ.AS/",""
"BAC","Bank of America Corporation","Bank of America Corp","BAC","NYSE","USD","USD","1","Financial Services","Banks - Diversified","Finance","404880162816","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","81","https://finance.yahoo.com/quote/BAC/","https://finance.yahoo.com/quote/BAC/","https://finance.yahoo.com/quote/BAC/","https://finance.yahoo.com/quote/BAC/",""
"BNB.BR","Banque nationale de Belgique SA","BQUE NAT. BELGIQUE","BNB","Euronext Brussels","EUR","EUR","1","Financial Services","Banks — Regional","Finance","144400000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","107","https://stockanalysis.com/quote/ebr/BNB/","https://query2.finance.yahoo.com/v8/finance/chart/BNB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BQUE+NAT.+BELGIQUE&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"BAR.BR","Barco NV","BARCO","BAR","Euronext Brussels","EUR","EUR","1","Technology","Electronic Components","IT","599830000","EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","company matched to selected lookup listing","rounded-cap","","","82","https://stockanalysis.com/quote/ebr/BAR/","https://query2.finance.yahoo.com/v8/finance/chart/BAR.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=BARCO&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"BARN.SW","Barry Callebaut AG","BARRY CALLEBAUT AG","BARN","SIX Swiss Exchange","CHF","CHF","1","Consumer Defensive","Confectioners","Biens de consommation courants","6074832896","CHF","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","83","https://finance.yahoo.com/quote/BARN.SW/","https://finance.yahoo.com/quote/BARN.SW/","https://finance.yahoo.com/quote/BARN.SW/","https://finance.yahoo.com/quote/BARN.SW/",""
"BAS.DE","BASF SE","BASF SE","BAS","Xetra","EUR","EUR","1","Basic Materials","Chemicals","Matériaux","44879859712","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","84","https://finance.yahoo.com/quote/BAS.DE/","https://finance.yahoo.com/quote/BAS.DE/","https://finance.yahoo.com/quote/BAS.DE/","https://finance.yahoo.com/quote/BAS.DE/",""
"BFIT.AS","Basic-Fit N.V.","BASIC-FIT","BFIT","Euronext Amsterdam","EUR","EUR","1","Consumer Cyclical","Leisure","Consommation discrétionnaire","2124289792","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","85","https://finance.yahoo.com/quote/BFIT.AS/","https://finance.yahoo.com/quote/BFIT.AS/","https://finance.yahoo.com/quote/BFIT.AS/","https://finance.yahoo.com/quote/BFIT.AS/",""
"BAYN.DE","Bayer Aktiengesellschaft","BAYER AG","BAYN","Xetra","EUR","EUR","1","Healthcare","Drug Manufacturers - General","Soins de santé","48119132160","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","86","https://finance.yahoo.com/quote/BAYN.DE/","https://finance.yahoo.com/quote/BAYN.DE/","https://finance.yahoo.com/quote/BAYN.DE/","https://finance.yahoo.com/quote/BAYN.DE/",""
"BESI.AS","BE Semiconductor Industries N.V.","BE Semiconductor Industries N.V.","BESI","Euronext Amsterdam","EUR","EUR","1","Technology","Semiconductor Equipment & Materials","IT","14153600000","EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","87","https://finance.yahoo.com/quote/BESI.AS/","https://finance.yahoo.com/quote/BESI.AS/","https://finance.yahoo.com/quote/BESI.AS/","https://finance.yahoo.com/quote/BESI.AS/",""
"BEZ.L","Beazley plc","BEAZLEY PLC","BEZ","London Stock Exchange","GBp","GBP","0.01","Financial Services","Insurance - Specialty","Finance","7766420480","GBP","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","Quote currency is pence; market capitalization is in pounds (GBP).","","88","https://finance.yahoo.com/quote/BEZ.L/","https://finance.yahoo.com/quote/BEZ.L/","https://finance.yahoo.com/quote/BEZ.L/","https://finance.yahoo.com/quote/BEZ.L/",""
"BDX","Becton, Dickinson and Company","Becton Dickinson and Co","BDX","NYSE","USD","USD","1","Healthcare","Medical Instruments & Supplies","Soins de santé","49533542400","USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","company matched to selected lookup listing","","","","89","https://finance.yahoo.com/quote/BDX/","https://finance.yahoo.com/quote/BDX/","https://finance.yahoo.com/quote/BDX/","https://finance.yahoo.com/quote/BDX/",""
