"challenge_name","company_name","ticker","exchange","yahoo_symbol","quote_url","quote_currency","sector","industry","market_cap","market_cap_currency","market_cap_source_date","market_cap_date_basis","market_cap_precision","data_retrieved_date","challenge_sector","listing_match_status","notes","alternative_yahoo_symbols","listing_source_url","classification_source_url","market_cap_source_url","supplemental_source_url"
"Danaher Corp","Danaher Corporation","DHR","NYSE","DHR","https://finance.yahoo.com/quote/DHR/","USD","Healthcare","Diagnostics & Research",146474172416,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DHR/","https://finance.yahoo.com/quote/DHR/","https://finance.yahoo.com/quote/DHR/",""
"DANONE","Danone S.A.","BN","Euronext Paris","BN.PA","https://finance.yahoo.com/quote/BN.PA/","EUR","Consumer Defensive","Packaged Foods",39238234112,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Biens de consommation courants","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/BN.PA/","https://query2.finance.yahoo.com/v1/finance/search?q=DANONE&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/BN.PA/",""
"DASSAULT SYSTEMES","Dassault Systèmes SE","DSY","Euronext Paris","DSY.PA","https://finance.yahoo.com/quote/DSY.PA/","EUR","Technology","Software - Application",27463729152,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DSY.PA/","https://finance.yahoo.com/quote/DSY.PA/","https://finance.yahoo.com/quote/DSY.PA/",""
"Datadog","Datadog, Inc.","DDOG","Nasdaq Global Select Market","DDOG","https://finance.yahoo.com/quote/DDOG/","USD","Technology","Software - Application",82870919168,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DDOG/","https://finance.yahoo.com/quote/DDOG/","https://finance.yahoo.com/quote/DDOG/",""
"DECEUNINCK","Deceuninck NV","DECB","Euronext Brussels","DECB.BR","https://stockanalysis.com/quote/ebr/DECB/","EUR","Industrials","Building Products & Equipment",349070000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/DECB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=DECEUNINCK&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"Deere & Company","Deere & Company","DE","NYSE","DE","https://finance.yahoo.com/quote/DE/","USD","Industrials","Farm & Heavy Construction Machinery",180506116096,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DE/","https://finance.yahoo.com/quote/DE/","https://finance.yahoo.com/quote/DE/",""
"Dell Technologies","Dell Technologies Inc.","DELL","NYSE","DELL","https://finance.yahoo.com/quote/DELL/","USD","Technology","Computer Hardware",358146932736,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DELL/","https://finance.yahoo.com/quote/DELL/","https://finance.yahoo.com/quote/DELL/",""
"Delta Air Lines","Delta Air Lines, Inc.","DAL","NYSE","DAL","https://finance.yahoo.com/quote/DAL/","USD","Industrials","Airlines",51209109504,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DAL/","https://finance.yahoo.com/quote/DAL/","https://finance.yahoo.com/quote/DAL/",""
"DEME GROUP","DEME Group NV","DEME","Euronext Brussels","DEME.BR","https://finance.yahoo.com/quote/DEME.BR/","EUR","Industrials","Engineering & Construction",4560834560,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DEME.BR/","https://query2.finance.yahoo.com/v1/finance/search?q=DEME+GROUP&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/DEME.BR/",""
"DERICHEBOURG","Derichebourg SA","DBG","Euronext Paris","DBG.PA","https://stockanalysis.com/quote/epa/DBG/","EUR","Industrials","Waste Management",1440000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Autres","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/DBG.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=DERICHEBOURG&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/DBG/",""
"DEUTSCHE BANK AG","Deutsche Bank Aktiengesellschaft","DBK","Xetra","DBK.DE","https://finance.yahoo.com/quote/DBK.DE/","EUR","Financial Services","Banks - Regional",63190773760,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DBK.DE/","https://finance.yahoo.com/quote/DBK.DE/","https://finance.yahoo.com/quote/DBK.DE/",""
"DEUTSCHE BOERSE AG","Deutsche Börse AG","DB1","Xetra","DB1.DE","https://finance.yahoo.com/quote/DB1.DE/","EUR","Financial Services","Financial Data & Stock Exchanges",49975742464,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Finance","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DB1.DE/","https://finance.yahoo.com/quote/DB1.DE/","https://finance.yahoo.com/quote/DB1.DE/",""
"DEUTSCHE POST AG","DHL AG","DHL","Xetra","DHL.DE","https://finance.yahoo.com/quote/DHL.DE/","EUR","Industrials","Integrated Freight & Logistics",62409003008,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","Challenge uses Deutsche Post; current quoted name is DHL.","","https://finance.yahoo.com/quote/DHL.DE/","https://finance.yahoo.com/quote/DHL.DE/","https://finance.yahoo.com/quote/DHL.DE/",""
"DEUTSCHE WOHNEN SE","Deutsche Wohnen SE","DWNI","Xetra","DWNI.DE","https://stockanalysis.com/quote/etr/DWNI/","EUR","Real Estate","Real Estate Services",6700000000,"EUR","2026-09-08","quote date shown by market-cap source","rounded source display","2026-09-16","Immobilier","company matched to selected lookup listing","Market-cap source snapshot is over five calendar days old; see source date.","","https://query2.finance.yahoo.com/v8/finance/chart/DWNI.DE?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=DEUTSCHE+WOHNEN+SE&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/etr/DWNI/",""
"DexCom","DexCom, Inc.","DXCM","Nasdaq Global Select Market","DXCM","https://finance.yahoo.com/quote/DXCM/","USD","Healthcare","Medical Devices",32958687232,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DXCM/","https://finance.yahoo.com/quote/DXCM/","https://finance.yahoo.com/quote/DXCM/",""
"Diamondback Energy","Diamondback Energy, Inc.","FANG","Nasdaq Global Select Market","FANG","https://finance.yahoo.com/quote/FANG/","USD","Energy","Oil & Gas E&P",54475046912,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Énergie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/FANG/","https://finance.yahoo.com/quote/FANG/","https://finance.yahoo.com/quote/FANG/",""
"Dominion Energy","Dominion Energy, Inc.","D","NYSE","D","https://finance.yahoo.com/quote/D/","USD","Utilities","Utilities - Regulated Electric",55858692096,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/D/","https://finance.yahoo.com/quote/D/","https://finance.yahoo.com/quote/D/",""
"DoorDash","DoorDash, Inc.","DASH","Nasdaq Global Select Market","DASH","https://finance.yahoo.com/quote/DASH/","USD","Consumer Cyclical","Internet Retail",85255700480,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","IT","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DASH/","https://finance.yahoo.com/quote/DASH/","https://finance.yahoo.com/quote/DASH/",""
"DSM FIRMENICH AG","DSM-Firmenich AG","DSFIR","Euronext Amsterdam","DSFIR.AS","https://finance.yahoo.com/quote/DSFIR.AS/","EUR","Basic Materials","Specialty Chemicals",22547884032,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DSFIR.AS/","https://query2.finance.yahoo.com/v1/finance/search?q=DSM+FIRMENICH+AG&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/DSFIR.AS/",""
"Duke Energy Corp","Duke Energy Corporation","DUK","NYSE","DUK","https://finance.yahoo.com/quote/DUK/","USD","Utilities","Utilities - Regulated Electric",91817730048,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/DUK/","https://finance.yahoo.com/quote/DUK/","https://finance.yahoo.com/quote/DUK/",""
"E.ON SE","E.ON SE","EOAN","Xetra","EOAN.DE","https://finance.yahoo.com/quote/EOAN.DE/","EUR","Utilities","Utilities - Diversified",46160023552,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/EOAN.DE/","https://finance.yahoo.com/quote/EOAN.DE/","https://finance.yahoo.com/quote/EOAN.DE/",""
"Eastman Chemical Company","Eastman Chemical Company","EMN","NYSE","EMN","https://finance.yahoo.com/quote/EMN/","USD","Basic Materials","Specialty Chemicals",7439233536,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/EMN/","https://query2.finance.yahoo.com/v1/finance/search?q=Eastman+Chemical+Company&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/EMN/",""
"EBUSCO HOLDING N.V.","Ebusco Holding N.V.","EBUS","Euronext Amsterdam","EBUS.AS","https://stockanalysis.com/quote/ams/EBUS/","EUR","Consumer Cyclical","Auto Manufacturers",44190000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Consommation discrétionnaire","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/EBUS.AS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EBUSCO+HOLDING+N.V.&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-amsterdam/",""
"Ecolab","Ecolab Inc.","ECL","NYSE","ECL","https://finance.yahoo.com/quote/ECL/","USD","Basic Materials","Specialty Chemicals",76832464896,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Matériaux","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ECL/","https://query2.finance.yahoo.com/v1/finance/search?q=Ecolab&quotesCount=8&newsCount=0","https://finance.yahoo.com/quote/ECL/",""
"ECONOCOM GROUP","Econocom Group SE","ECONB","Euronext Brussels","ECONB.BR","https://stockanalysis.com/quote/ebr/ECONB/","EUR","Technology","Information Technology Services",223290000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","IT","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/ECONB.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=ECONOCOM+GROUP&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"EDENRED","Edenred SE","EDEN","Euronext Paris","EDEN.PA","https://stockanalysis.com/quote/epa/EDEN/","EUR","Financial Services","Credit Services",6620000000,"EUR","2026-09-14","quote date shown by market-cap source","rounded source display","2026-09-16","Finance","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/EDEN.PA?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EDENRED&quotesCount=8&newsCount=0","https://stockanalysis.com/quote/epa/EDEN/",""
"EDP RENOVAVEIS S.A.","EDP Renewables, S.A.","EDPR","Euronext Lisbon","EDPR.LS","https://stockanalysis.com/quote/eli/EDPR/","EUR","Utilities","Utilities—Renewable",13010000000,"EUR","2026-09-16","quote date shown by market-cap source","rounded source display","2026-09-16","Services publics","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/EDPR.LS?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EDPR.LS&quotesCount=3&newsCount=0","https://stockanalysis.com/quote/eli/EDPR/",""
"EKOPAK NV","Ekopak NV","EKOP","Euronext Brussels","EKOP.BR","https://stockanalysis.com/quote/ebr/EKOP/","EUR","Utilities","Utilities—Regulated Water",64760000,"EUR","2026-09-16","retrieval date of daily exchange list","rounded source display","2026-09-16","Industrie","company matched to selected lookup listing","","","https://query2.finance.yahoo.com/v8/finance/chart/EKOP.BR?interval=1d&range=1d","https://query2.finance.yahoo.com/v1/finance/search?q=EKOPAK+NV&quotesCount=8&newsCount=0","https://stockanalysis.com/list/euronext-brussels/",""
"Eli Lilly & Co","Eli Lilly and Company","LLY","NYSE","LLY","https://finance.yahoo.com/quote/LLY/","USD","Healthcare","Drug Manufacturers - General",1014641131520,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Soins de santé","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/LLY/","https://finance.yahoo.com/quote/LLY/","https://finance.yahoo.com/quote/LLY/",""
"ELIA GROUP","Elia Group SA/NV","ELI","Euronext Brussels","ELI.BR","https://finance.yahoo.com/quote/ELI.BR/","EUR","Utilities","Utilities - Regulated Electric",12988107776,"EUR","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Services publics","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/ELI.BR/","https://finance.yahoo.com/quote/ELI.BR/","https://finance.yahoo.com/quote/ELI.BR/",""
"Emerson Electric Co","Emerson Electric Co.","EMR","NYSE","EMR","https://finance.yahoo.com/quote/EMR/","USD","Industrials","Specialty Industrial Machinery",81343971328,"USD","2026-09-16","quote date shown by market-cap source","provider raw value","2026-09-16","Industrie","company matched to selected lookup listing","","","https://finance.yahoo.com/quote/EMR/","https://finance.yahoo.com/quote/EMR/","https://finance.yahoo.com/quote/EMR/",""
